"","x","mean","lower","upper"
"1","<1990",0.575597272036063,0.572984710119048,0.578209833953079
"2","1990-1995",0.566221160429342,0.563519665610187,0.568922655248497
"3","1995-2000",0.551279133186076,0.54874944088769,0.553808825484461
"4","2000-2005",0.546529870220014,0.544822841402268,0.54823689903776
"5","2005-2010",0.533724372422802,0.532312053346218,0.535136691499387
"6","2010-2018",0.518390907683596,0.517389528965345,0.519392286401847
