"","x","mean","lower","upper"
"1","<1990",0.635115186994478,0.631679398877446,0.638550975111511
"2","1990-1995",0.627874025328363,0.624389930423152,0.631358120233573
"3","1995-2000",0.595124583527809,0.591687835312707,0.598561331742912
"4","2000-2005",0.571329612549088,0.568855957100501,0.573803267997675
"5","2005-2010",0.542764129804175,0.540699612062985,0.544828647545366
"6","2010-2018",0.508736037230023,0.507261904181194,0.510210170278851
