"","x","mean","lower","upper"
"1","<1990",12.6178495134109,12.2059852066148,13.0297138202069
"2","1990-1995",15.8608058608059,15.3647446437305,16.3568670778812
"3","1995-2000",20.2141453831041,19.7607741294284,20.6675166367798
"4","2000-2005",24.4719976480964,24.1687581156689,24.775237180524
"5","2005-2010",27.0549370372372,26.8099664175548,27.2999076569196
"6","2010-2018",27.6398665239564,27.4690676811574,27.8106653667554
