"","x","mean","lower","upper"
"1","<1990",0.565266500130757,0.560983270680326,0.569549729581189
"2","1990-1995",0.540415864768746,0.536015330274762,0.544816399262729
"3","1995-2000",0.487743411114717,0.483633161545435,0.491853660683999
"4","2000-2005",0.449209707123335,0.446372294786565,0.452047119460105
"5","2005-2010",0.409900598636443,0.407616428356527,0.412184768916358
"6","2010-2018",0.364279013986248,0.36271492113028,0.365843106842217
