"","x","mean","lower","upper"
"1","<1990",0.536565445466353,0.531174371828929,0.541956519103776
"2","1990-1995",0.526977889009821,0.521571643638267,0.532384134381375
"3","1995-2000",0.51989914957675,0.515282592260615,0.524515706892884
"4","2000-2005",0.539709950194297,0.536724278977092,0.542695621411502
"5","2005-2010",0.550037656699594,0.547735882183614,0.552339431215574
"6","2010-2018",0.56924880813197,0.56771485799806,0.570782758265879
