"","x","mean","lower","upper"
"1","<1990",8.47056074766355,8.18527933760205,8.75584215772506
"2","1990-1995",9.85584886128364,9.5132780963018,10.1984196262655
"3","1995-2000",11.2263362197671,10.9190533597601,11.5336190797741
"4","2000-2005",14.2214025721912,13.9996391430914,14.443166001291
"5","2005-2010",15.4286135772336,15.244350049709,15.6128771047581
"6","2010-2018",14.4145165934327,14.2858250379226,14.5432081489428
