"","x","mean","lower","upper"
"1","<1990",0.0243520895770624,0.0207373627611456,0.0279668163929792
"2","1990-1995",0.0237884557508147,0.0205699451347587,0.0270069663668708
"3","1995-2000",0.0198804267213985,0.017771878069416,0.021988975373381
"4","2000-2005",0.0203897316842279,0.0190317554006344,0.0217477079678213
"5","2005-2010",0.0214427706493188,0.0203422538886753,0.0225432874099623
"6","2010-2018",0.0226107784918202,0.0218305635619617,0.0233909934216786
